text,screen_name,tweet_date,tweet_url,image_url,reply_text,related_urls,mentions_list,hashtag_list,week,year,tweet_id,url_check,alt_text
"Week 12 of #TidyTuesday
Code: https://t.co/hryUXl8Z1T

#RStats #DataVizualization #DataViz @steamcharts https://t.co/i5HVhdyfz9",adriaaaaaaan,2021-03-23T18:59:36Z,https://twitter.com/adriaaaaaaan/status/1374435680122667010/photo/1,http://pbs.twimg.com/media/ExL5jQaVkAMFLLb.jpg,NA,https://github.com/jesadrperez/tidy-tuesday,steamcharts,"TidyTuesday, RStats, DataVizualization, DataViz",12,2021,1374435680122667010,Links included,Image
".@UN voting for this week's #TidyTuesday. A relatively quick plot, more experimenting with text, once again inspired by @rkbrath slides: https://t.co/EQ6nMcoBtc

code: https://t.co/MarnIqigha

#dataviz #RStats https://t.co/mUsmOiKl3S",geokaramanis,2021-03-23T19:23:27Z,https://twitter.com/geokaramanis/status/1374441681752264708/photo/1,http://pbs.twimg.com/media/ExL_YF7VgA8epGa.jpg,NA,"https://richardbrath.files.wordpress.com/2020/10/diagrams_and_figures_from_visualizing_with_type_richard_brath_cc_by_sa_4.0_20201023e.pdf, https://github.com/gkaramanis/tidytuesday/tree/master/2021/2021-week12","UN, rkbrath","TidyTuesday, dataviz, RStats",12,2021,1374441681752264708,Links included,United Nations General Assembly Voting. Vertical shift of characters shows the relative frequency of issues voted on by decade. Bold indicates the most voted-on issue for each decade.
"This week's #TidyTuesday was based on UN voting data. Looking forward to @drob's stream today. Feels like this data could get pulled in a lot of different directions.

Code: https://t.co/S1x8ZYeNfo

#rstats https://t.co/fZoKpJ082G",JaimeAAvendano,2021-03-23T19:35:53Z,https://twitter.com/JaimeAAvendano/status/1374444810203852812/photo/1,http://pbs.twimg.com/media/ExMBU3nVcAAgW0w.png,NA,https://github.com/javendano585/TidyTuesday/blob/main/2021_Week_13/2021_03_23_tidy_tuesday.Rmd,drob,"TidyTuesday, rstats",12,2021,1374444810203852812,Links included,Image
"This week's #TidyTuesday challenge is about votes in the UN. https://t.co/60jNVmQzMU

Which issues in the UN have no 'yes' votes from the United States?

code: https://t.co/a2iiRcqA20

#dataviz #RStats https://t.co/97j2KMX5lS",jeremy_data,2021-03-23T20:10:38Z,https://twitter.com/jeremy_data/status/1374453554556018701/photo/1,http://pbs.twimg.com/media/ExMKFgjUYAAoCTe.jpg,NA,"https://github.com/rfordatascience/tidytuesday/blob/master/data/2021/2021-03-23/readme.md, https://github.com/jeremy-allen/tidy-tues",NA,"TidyTuesday, dataviz, RStats",12,2021,1374453554556018701,Links included,Image
"My first #TidyTuesday on UN voting data. https://t.co/e7PjDQQfP9

code: https://t.co/PJjjkaPqdk https://t.co/3T4uElWrYq",li_bennett_,2021-03-23T22:11:47Z,https://twitter.com/li_bennett_/status/1374484042989457413/photo/1,http://pbs.twimg.com/media/ExMlEtoUUAMpbMT.png,NA,"https://github.com/rfordatascience/tidytuesday/tree/master/data/2021/2021-03-23, https://github.com/linda-bennett/tidy-tuesday",NA,TidyTuesday,12,2021,1374484042989457413,Links included,Image
"This week's #TIdyTuesday, focusing on UN voting issues! Finally figured out how to make ridgeline plots work, so I went a little nuts with them this week. #Tidydors

code: https://t.co/I2CeYBH4bP https://t.co/LbPkWUzwQW",emwilson243,2021-03-23T23:27:05Z,https://twitter.com/emwilson243/status/1374502992766922752/photo/1,http://pbs.twimg.com/media/ExM3KmrUYAIwK35.jpg,NA,https://github.com/emwilson243/TidyTuesday,NA,"TIdyTuesday, Tidydors",12,2021,1374502992766922752,Links included,Image
"#TidyTuesday 
#rstats 

Week 13 - I used ggparliament to look at a specific votation in the UN general assembly in 2019

Codes: https://t.co/Q15Hcb44jC https://t.co/xhlyzv23ny",_ronycoelho,2021-03-24T01:34:58Z,https://twitter.com/_ronycoelho/status/1374535178933186560/photo/1,http://pbs.twimg.com/media/ExNTcXqWQAAgmGv.png,NA,https://github.com/ronycoelho/tidytuesday2021,NA,"TidyTuesday, rstats",12,2021,1374535178933186560,Links included,Image
"Tried the #TidyTuesday dataset for the first time — I wanted to find which nations were most likely to vote in the same direction (yes/no/abstain). I used a MCA, and used normalized the scores as a color scale. This would need more work but this will do for a first submission! https://t.co/4XZQ73wpOd",RosalieBruel,2021-03-24T02:34:27Z,https://twitter.com/RosalieBruel/status/1374550147598856194/photo/1,http://pbs.twimg.com/media/ExNgoQ6WYAg6TQA.jpg,NA,"NA",NA,TidyTuesday,12,2021,1374550147598856194,Images-only,Image
"My #tidytuesday process: clean the data in a way that maximizes its potential, make some models using tidymodels, follow along with a pro tidymodels screencaster @juliasilge || @drob a few static visualizations then voila a new shiny app. Then begin again. https://t.co/7mQRE2sXU1 https://t.co/u0rN4GiGVi",VoiceloflReason,2021-03-24T03:33:06Z,https://twitter.com/VoiceloflReason/status/1374564907052634116/photo/1,http://pbs.twimg.com/media/ExNscVhXMAQ59zD.jpg,NA,https://greenpod303.shinyapps.io/Games/,"juliasilge, drob",tidytuesday,12,2021,1374564907052634116,Links included,"Visualization of video game data, showing a multicolor graph of the average peak percentage of players divided by the highest number of players at a single time."
"#TidyTuesday, looking at how countries voted on some interesting topics in the UN's 2019 General Assembly. #r4ds #rstats 

Code: https://t.co/M40qy5xT2J https://t.co/nGQMLbb67G",dosullivan019,2021-03-24T06:21:19Z,https://twitter.com/dosullivan019/status/1374607237927161862/photo/1,http://pbs.twimg.com/media/ExOUk5tVIAYEI5k.png,NA,https://github.com/dosullivan019/tidytuesday/blob/master/R%20files/2021W13_UNVotes.R,NA,"TidyTuesday, r4ds, rstats",12,2021,1374607237927161862,Links included,Image
"#TidyTuesday dessa vez em português!

Histórico de votações do Brasil nas Nações Unidas. Parece que no início o Brasil tinha uma posição mais combativa. A postura muda a partir de meados dos anos 70.

💻: https://t.co/tgnqm0gaJN

#RStats #ggplot2 https://t.co/iS6kRZbLrq",avrodrigues_,2021-03-24T12:17:32Z,https://twitter.com/avrodrigues_/status/1374696882656661508/photo/1,http://pbs.twimg.com/media/ExPl8lIWYAYk-QM.png,NA,https://github.com/avrodrigues/Tidy_tuesday/tree/main/2021/week13,NA,"TidyTuesday, RStats, ggplot2",12,2021,1374696882656661508,Links included,Image
"#TidyTuesday on UN votes, code: https://t.co/TqdM8F4fxn https://t.co/KxfQHhjeRM",haoyunsu,2021-03-24T14:47:16Z,https://twitter.com/haoyunsu/status/1374734567240691712/photo/1,http://pbs.twimg.com/media/ExQJHx3XIAIiJ25.jpg,NA,https://github.com/haoyuns/rmarkdown/blob/gh-pages/tidytuesday/R/2021-03-23-unvotes.R,NA,TidyTuesday,12,2021,1374734567240691712,Links included,Image
This week's #TidyTuesday data set was really enjoyable!   Focused on US alignment with other countries on Nuclear Weapons.  It became very interesting when adding the start year of each presidential administration to the plot. #tidyverse #rstats Code: https://t.co/ieoWh9Fs3X https://t.co/AW7eQNF8nb,theotheredgar,2021-03-24T15:01:31Z,https://twitter.com/theotheredgar/status/1374738153177808900/photo/1,http://pbs.twimg.com/media/ExQMJotXMAQZp2b.png,NA,https://colorado.rstudio.com/rsc/content/8899/analysis.nb.html,NA,"TidyTuesday, tidyverse, rstats",12,2021,1374738153177808900,Links included,Image
"Need T-shirt Design? Order now here: https://t.co/CQhllPPxVW
.
.
.
#100daysofCode #javascript #nodejs #TidyTuesday  #WomenInTech #WomenWhoCode #WomenInSTEM #Serverless #Computing #NodeJs #deno #the404code #DataScience #DataVisualization #Python #Coding #HTML #NodeJS #COVID19 https://t.co/wheMQnTQXA",PhotoshopLook,2021-03-24T17:30:17Z,https://twitter.com/PhotoshopLook/status/1374775590058885120/photo/1,http://pbs.twimg.com/media/ExQundoWUAASYyb.jpg,NA,http://fiverr.com/aadnaan,NA,"100daysofCode, javascript, nodejs, TidyTuesday, WomenInTech, WomenWhoCode, WomenInSTEM, Serverless, Computing, NodeJs, deno, the404code, DataScience, DataVisualization, Python, Coding, HTML, NodeJS, COVID19",12,2021,1374775590058885120,Links included,Image
"For this #TidyTuesday, I looked at the profile of UN votes for each country, based on a PCA and kmeans clustering using the most frequent subjects.

Code : https://t.co/Pqie3OtgA3

#rstats #dataviz #TidyTuesday #r4ds #tidyverse https://t.co/4QZRQjxyvn",cnicault,2021-03-24T17:47:25Z,https://twitter.com/cnicault/status/1374779903657324545/photo/1,http://pbs.twimg.com/media/ExQyvjmWUAEWM9d.jpg,NA,https://github.com/cnicault/tidytuesday,NA,"TidyTuesday, rstats, dataviz, TidyTuesday, r4ds, tidyverse",12,2021,1374779903657324545,Links included,Image
"My attempt for #TidyTuesday week 13 (UN Votes). I combined some descriptive statistics for general vote issues with voting behaviour patterns from countries.  In addition, I added a simple sentiment analysis using #tidytext of roll call descriptions. 

#r #tidyverse #ggplot2 https://t.co/8RU5LbjKGi",el_weeh,2021-03-24T18:14:47Z,https://twitter.com/el_weeh/status/1374786788930285570/photo/1,http://pbs.twimg.com/media/ExQ5NjQW8AIQoLR.jpg,Reproducible code: https://t.co/7xz5LNAG3c,https://github.com/lwarode/tidytuesday/tree/main/2021-03-23,NA,"TidyTuesday, tidytext, r, tidyverse, ggplot2",12,2021,1374786788930285570,Links included,Image
"Realized that I missed #TidyTuesday videogame week! As an avid gamer, I had to analyze the data. It looks like player count increased for a couple of MMOs (massively multiplayer games) during quarantine. Also made a #shinyapp for this: https://t.co/JTyQaB01pW. #rstats #dataviz https://t.co/exoRJEbmUl",StephanieYang93,2021-03-24T18:35:28Z,https://twitter.com/StephanieYang93/status/1374791996301320192/photo/1,http://pbs.twimg.com/media/ExQ935dWgAI9Tri.png,Code available here: https://t.co/hUYeR8D7pm,"https://syyang93.shinyapps.io/look_games_app/, https://github.com/syyang93/tidyTuesday/blob/master/3.16.2021/games.Rmd",NA,"TidyTuesday, shinyapp, rstats, dataviz",12,2021,1374791996301320192,Links included,Image
"Inspired (as always) by the work of @geokaramanis and @CedScherer, here is a delayed #TidyTuesday looking at the @DarkSoulsGame franchise on @Steam! 🎮  
 
#rstats code: https://t.co/NHy1MkXbjF https://t.co/WDm29lbYKB",CSHoggard,2021-03-24T20:41:45Z,https://twitter.com/CSHoggard/status/1374823773086609416/photo/1,http://pbs.twimg.com/media/ExRYVRRWYAI9ht_.jpg,NA,https://github.com/CSHoggard/-TidyTuesday/blob/master/R/w12_2021.R,"geokaramanis, CedScherer, DarkSoulsGame, Steam","TidyTuesday, rstats",12,2021,1374823773086609416,Links included,Image
"#TidyTuesday week 13: apparently, France doesn't vote ""yes"" very frequently at the United Nations, compared to the other EU countries

Code: https://t.co/iuEKdF5fqv

#rstats https://t.co/CZqlRjEfQs",EtienneBacher,2021-03-24T21:00:25Z,https://twitter.com/EtienneBacher/status/1374828470715420673/photo/1,http://pbs.twimg.com/media/ExRfKTsWQAk5zCj.jpg,NA,https://github.com/etiennebacher/tidytuesday/blob/master/R/2021/W13-un-votes/W13-un-votes.R,NA,"TidyTuesday, rstats",12,2021,1374828470715420673,Links included,Image
"A simple, world map based on U.N. vote data.  #TidyTuesday https://t.co/pwN7l5eJyU",datadavidz,2021-03-24T22:07:55Z,https://twitter.com/datadavidz/status/1374845459693506561/photo/1,http://pbs.twimg.com/media/ExRuqLCWgAAQ-I6.jpg,NA,"NA",NA,TidyTuesday,12,2021,1374845459693506561,Images-only,Image
"I finally did it! I probably spent about 8 hours creating this visualization for #TidyTuesday.

Is it perfect? No. 
Did I learn a bunch? YES! 

code: https://t.co/SKz6FktGoY #rstats https://t.co/xH2GYtRC1Y",moriah_taylor58,2021-03-24T23:43:20Z,https://twitter.com/moriah_taylor58/status/1374869472385847306/photo/1,http://pbs.twimg.com/media/ExSDcO1WUAEDYb9.png,NA,https://github.com/moriahtaylor1/tidy-tuesday/blob/main/2021_Week13/TT_UNVotes.Rmd,NA,"TidyTuesday, rstats",12,2021,1374869472385847306,Links included,Image
"My first #TidyTuesday work for the Steam videogame data. 

Code:

https://t.co/ZkxcbKBy22

#rstats #TidyTuesday https://t.co/UFFW3WVS0S",alextuowang,2021-03-25T01:03:19Z,https://twitter.com/alextuowang/status/1374889598275481609/photo/1,http://pbs.twimg.com/media/ExSVrdPWQAk41n7.jpg,NA,https://github.com/ttuowang/tidytuesday/blob/main/2021/2021-03-16/2021_03_16.R,NA,"TidyTuesday, rstats, TidyTuesday",12,2021,1374889598275481609,Links included,Image
"Another late #TidyTuesday! Also my very first map using {ggplot2}. This was a fun challenge; I examined the percent of each nation's ""yes"" votes on economic development issues. #rstats #dataviz #r4ds #ggplot2 @un 

💾: https://t.co/NKrxvs75QX https://t.co/2nW4cwDg7p",ianagutierrez,2021-03-25T03:13:34Z,https://twitter.com/ianagutierrez/status/1374922377868496898/photo/1,http://pbs.twimg.com/media/ExSzX9XXAAA13HU.jpg,NA,https://github.com/gutierrezphd/TidyTuesday/tree/main/2021-03-23,UN,"TidyTuesday, rstats, dataviz, r4ds, ggplot2",12,2021,1374922377868496898,Links included,Image
"UN Votes - Viewing the most agreeable countries, the most disagreeable ones and the ones that wave the white flag. #RStats #TidyTuesday https://t.co/FmVs8d1j4p",MrOchiwar,2021-03-25T04:22:51Z,https://twitter.com/MrOchiwar/status/1374939813497999368/photo/1,http://pbs.twimg.com/media/ExTEGe1WQA4lD5l.png,NA,"NA",NA,"RStats, TidyTuesday",12,2021,1374939813497999368,Images-only,Image
"#TidyTuesday week 13 explored #UNvotes. Focused on the change in proportions of the votes over time. 

data: Harvard's Dataverse originally from Erik Voeten (2013) paper. 

#rstats #r4ds https://t.co/Q9WhzXBSAj",johnmutiso_,2021-03-25T04:44:30Z,https://twitter.com/johnmutiso_/status/1374945263912116224/photo/1,http://pbs.twimg.com/media/ExTJVfYWUAQ1k6c.jpg,NA,"NA",NA,"TidyTuesday, UNvotes, rstats, r4ds",12,2021,1374945263912116224,Images-only,Image
#RStats #TidyTuesday https://t.co/EDXi4lgzKu,MrOchiwar,2021-03-25T05:26:10Z,https://twitter.com/MrOchiwar/status/1374955747725967362/photo/1,http://pbs.twimg.com/media/ExTS5OKWYAEjZ3b.png,NA,"NA",NA,"RStats, TidyTuesday",12,2021,1374955747725967362,Images-only,Image
"Late #TidyTuesday submission: A simple #rshiny app to explore agreement between countries in the UN votes ➡️ https://t.co/7wE09v4P8S

My personal highlights:

- Click-to-select thanks to leaflet events + {sf}
- Better responsiveness with leafletProxy

#rstats @CorrelAid https://t.co/K6a1M9M5kU",long39ng,2021-03-25T08:39:00Z,https://twitter.com/long39ng/status/1375004275290542081/video/1,http://pbs.twimg.com/ext_tw_video_thumb/1374889282473721863/pu/img/ceDtz4zg-kjWwWuU.jpg,Code: https://t.co/qIrekWnK00,"https://long39ng.shinyapps.io/unvotes-agreement-map/, https://github.com/long39ng/puig_orgaladhad/tree/main/2021_13_un_votes",CorrelAid,"TidyTuesday, rshiny, rstats",12,2021,1375004275290542081,Links included,Image
"A sneak peak of slides for my extended #ggplot2 wizardry talk today. 

Can you tell which #Rstats package or which #TidyTuesday contribution this slide will be about? https://t.co/qgxYLG58Uz",CedScherer,2021-03-25T10:24:28Z,https://twitter.com/CedScherer/status/1375030817332805633/photo/1,http://pbs.twimg.com/media/ExUW2YwXEAAbMLf.png,NA,"NA",NA,"ggplot2, Rstats, TidyTuesday",12,2021,1375030817332805633,Images-only,Image
"My late contribution to #TidyTuesday week 6.
Focused on distribution of students in public and private schools and enrollment per gender over time using data from https://t.co/fNlSwmKN6g &amp; https://t.co/fNlSwmKN6g.

#RStats #tidyverse #dataviz https://t.co/U9S4f1Uwoj",berndatte_john,2021-03-25T12:06:28Z,https://twitter.com/berndatte_john/status/1375056486385213440/photo/1,http://pbs.twimg.com/media/ExUuk2fXEAE3NGw.jpg,NA,"http://Data.World, http://Data.World",NA,"TidyTuesday, RStats, tidyverse, dataviz",12,2021,1375056486385213440,Links included,Image
"week 7 #TidyTuesday on Wealth &amp; Income over time, I focused on the lifetime earnings and average students loans by race over time.
Data: Urban Institute and US Census
#RStats #tidyverse #dataviz https://t.co/TLyCDFcAb7",berndatte_john,2021-03-25T12:18:08Z,https://twitter.com/berndatte_john/status/1375059424151269378/photo/1,http://pbs.twimg.com/media/ExUxBlWWUAErVRu.jpg,NA,"NA",NA,"TidyTuesday, RStats, tidyverse, dataviz",12,2021,1375059424151269378,Images-only,
"Week 8 #TidyTuesday on #DuboisChallenge.
#RStats #dataviz #tidyverse 
data: Du Bois Data Challenge. https://t.co/KjXRVbK2Ns",berndatte_john,2021-03-25T12:24:28Z,https://twitter.com/berndatte_john/status/1375061015101108226/photo/1,http://pbs.twimg.com/media/ExUysjWWYAQc5l6.jpg,NA,"NA",NA,"TidyTuesday, DuboisChallenge, RStats, dataviz, tidyverse",12,2021,1375061015101108226,Images-only,Image
"#TidyTuesday week 9 contributions on Employment and Earnings.
data: BLS
#RStats #tidyverse https://t.co/RBWvcyOhPO",berndatte_john,2021-03-25T12:27:15Z,https://twitter.com/berndatte_john/status/1375061717680537606/photo/1,http://pbs.twimg.com/media/ExUzGnPXAAcYtuK.jpg,NA,"NA",NA,"TidyTuesday, RStats, tidyverse",12,2021,1375061717680537606,Images-only,Image
"I guess I had the same #TidyTuesday idea as everyone else, but I looked at how often countries vote together in the UN haha #rstats

It looks like some countries tend to vote 'No' on a different type of human rights issue than everyone else 👀

code: https://t.co/bjiL4NUQ7C https://t.co/8B5M32YwHo",CharlieGallaghr,2021-03-25T15:00:29Z,https://twitter.com/CharlieGallaghr/status/1375100281105612805/photo/1,http://pbs.twimg.com/media/ExVWHQnXAAI5udh.jpg,NA,https://bit.ly/2PwjCPy,NA,"TidyTuesday, rstats",12,2021,1375100281105612805,Links included,Image
"Took me a while to overcome imposter syndrome, but here it is, first tweet and first #TidyTuesday! 😱

I focused on lone votes, to see how many times a country stood alone at the United Nations.

Lots to improve, but posting before perfectionism kicks in. #rstats https://t.co/p3p5MWgsuQ",bandera_mauro,2021-03-25T17:03:12Z,https://twitter.com/bandera_mauro/status/1375131161115123723/photo/1,http://pbs.twimg.com/media/ExVxMOiWEAYCgCb.png,NA,"NA",NA,"TidyTuesday, rstats",12,2021,1375131161115123723,Images-only,Image
"Need Photo editing? Order now Here: https://t.co/YJMOZe6OlC 
.
#100daysofCode #javascript #nodejs #TidyTuesday  #WomenInTech #WomenWhoCode #WomenInSTEM #Serverless #Computing #deno #the404code #DataScience #machinelearning #AI #awslambda   #NodeJs #Python #Coding #COVID #COVID19 https://t.co/WAQFVjJnxG",PhotoshopLook,2021-03-25T17:43:07Z,https://twitter.com/PhotoshopLook/status/1375141206427111427/photo/1,http://pbs.twimg.com/media/ExV7JAPWQAIuLAf.jpg,NA,http://bit.do/aadnaan,NA,"100daysofCode, javascript, nodejs, TidyTuesday, WomenInTech, WomenWhoCode, WomenInSTEM, Serverless, Computing, deno, the404code, DataScience, machinelearning, AI, awslambda, NodeJs, Python, Coding, COVID, COVID19",12,2021,1375141206427111427,Links included,Image
"#TidyTuesday week13 
Focused on cold war periode: USA votes vs USSR one's.

Developed so many skills this week! 

But still can't manage how to insert an image where I want despites @CedScherer excelent wizardry tips 🙏

🐙https://t.co/SROdw2NEOJ

#rstats, #r4ds https://t.co/GKsKCRvOh0",Melau_Yellau,2021-03-25T18:12:04Z,https://twitter.com/Melau_Yellau/status/1375148492511981579/photo/1,http://pbs.twimg.com/media/ExWBFMMWQAULvRD.png,NA,https://github.com/MelodyPremaillon/TidyTuesday/tree/main/2021/week13,CedScherer,"TidyTuesday, rstats, r4ds",12,2021,1375148492511981579,Links included,Image
"This weeks #TidyTuesday was a fun exploration of geom_moon from the {gggibbous} package. I'm not convinced they add much here other than aesthetics, but it's always fun to explore new geoms

🔗https://t.co/0MCJdtoZxk 

#rstats #datavis https://t.co/k4eRG9N33I",Jamie_Bio,2021-03-25T18:24:33Z,https://twitter.com/Jamie_Bio/status/1375151634859356173/photo/1,http://pbs.twimg.com/media/ExWFGgRWYAILewB.jpg,NA,https://github.com/HudsonJamie/tidy_tuesday/blob/main/2021/week_13/unvotes.R,NA,"TidyTuesday, rstats, datavis",12,2021,1375151634859356173,Links included,Image
"For #TidyTuesday week 13, I looked specifically at some  UN sessions on sustainability from the past decade and how the 10 largest economies voted.

Code can be found here: https://t.co/LDmNKiSIeX https://t.co/wl2YazfXvT",OstroskiAnais,2021-03-25T20:24:46Z,https://twitter.com/OstroskiAnais/status/1375181887828856833/photo/1,http://pbs.twimg.com/media/ExWgaleWUAAJDi1.jpg,NA,https://github.com/ostroskianais/TidyTuesday/,NA,TidyTuesday,12,2021,1375181887828856833,Links included,Image
"#TidyTuesday 2021 W13

UN Votes
The UN General Assembly has often voted on Sustainable Development issues, but only since the 2015 Sustainable Development Summit.

#dataviz #RStats #GlobalGoals https://t.co/smbtxGkLVS",quite_grey,2021-03-25T23:03:52Z,https://twitter.com/quite_grey/status/1375221927095250947/photo/1,http://pbs.twimg.com/media/ExXFDUaWgAIFNBj.jpg,NA,"NA",NA,"TidyTuesday, dataviz, RStats, GlobalGoals",12,2021,1375221927095250947,Images-only,Image
"Took a break from the job search and spent today doing my first ever #TidyTuesday, looking at UN General Assembly Votes.

Making my way through my #rstats to learn list: #patchwork, using fonts, #tidytext mining &amp; #ggplot2 fine tuning

code &amp; #dataviz: https://t.co/xmE8csOeOR https://t.co/C1lRLlCKCD",SarinaSinghK,2021-03-25T23:40:45Z,https://twitter.com/SarinaSinghK/status/1375231209077346309/photo/1,http://pbs.twimg.com/media/ExXJVnBWQAELABx.jpg,NA,https://github.com/sarinasinghkhaira/tidy_tuesday/tree/main/UN_Votes_23-03-20,NA,"TidyTuesday, rstats, patchwork, tidytext, ggplot2, dataviz",12,2021,1375231209077346309,Links included,Image
"Finally had a chance to finish my plot for week 10 of #TidyTuesday using the ggalluvial package.  #RStats #datavis #r4ds #nfl #SuperBowl

Code: https://t.co/Yr89KNTMh4 https://t.co/3R5K6ARl8b",danielpballer,2021-03-26T00:45:14Z,https://twitter.com/danielpballer/status/1375247437447712769/photo/1,http://pbs.twimg.com/media/ExXbDlsWgAU2YkQ.png,NA,https://github.com/danielpballer/Tidy_Tuesday,NA,"TidyTuesday, RStats, datavis, r4ds, nfl, SuperBowl",13,2021,1375247437447712769,Links included,Image
"The @R4DScommunity welcomes you to week 13 of #TidyTuesday!  We're exploring test!

📂 https://t.co/sElb4fcv3u
🗞 test2

#r4ds #tidyverse #rstats #dataviz https://t.co/ihmvA0VwXZ",thomas_mock,2021-03-26T01:00:33Z,https://twitter.com/thomas_mock/status/1375251291035828224/photo/1,http://pbs.twimg.com/media/ExXfwJ4WYAAe4jx.jpg,NA,http://bit.ly/tidyreadme,R4DScommunity,"TidyTuesday, r4ds, tidyverse, rstats, dataviz",13,2021,1375251291035828224,Links included,alt1
My #TidyTuesday time has been limited lately (😪) but I finally got to the Bechdel dataset from a couple weeks ago. I was excited to use {gggibbous} and make some moon plots 🌖🌔🌘 Interesting that more films rated &lt;R seem to pass the Bechdel test 📽️🗣️ https://t.co/gWcCgJFt7a,margaretsiple,2021-03-26T01:05:00Z,https://twitter.com/margaretsiple/status/1375252410587832321/photo/1,http://pbs.twimg.com/media/ExW4msJUUAEe0zQ.jpg,⚒️ code: https://t.co/dFyPOHsSgk,https://github.com/mcsiple/tidytuesday/blob/master/2021/11_2021_bechdel.R,NA,TidyTuesday,13,2021,1375252410587832321,Links included,Image
"Our first #DataScienceforBiologists #TidyTuesday on UN votes is in from Stesh, who looked at the voting patterns in North America! 1/n
Code: https://t.co/ysH77QP5y8 https://t.co/47L3c191kH",stephspiel,2021-03-26T16:11:30Z,https://twitter.com/stephspiel/status/1375480538732097546/photo/1,http://pbs.twimg.com/media/ExawBojWQAA5Aus.png,"Back with a few more #DataScienceforBiologists #TidyTuesday on UN votes! Naman @Bird_bois468 looked at some global issues with a density plot. 2/n
Code: https://t.co/1tifbZj5wg https://t.co/KNeLL9wwXD","https://raw.githubusercontent.com/sjspielman/datascience_for_biologists/master/student_tidytuesday/current/week_3-23/st1/student.R, https://raw.githubusercontent.com/sjspielman/datascience_for_biologists/master/student_tidytuesday/current/week_3-23/st2/student.R",NA,"DataScienceforBiologists, TidyTuesday",13,2021,1375480538732097546,Links included,Image
"Need Photo Editing ? Order now Here: https://t.co/YJMOZeopda
.
#100daysofCode #javascript #nodejs #TidyTuesday  #WomenInTech #WomenWhoCode #WomenInSTEM #Serverless #Computing #NodeJs #deno #the404code #DataScience #technology #machinelearning #AI  #awslambda #Python #Coding #usa https://t.co/tHBngFLK3Q",PhotoshopLook,2021-03-26T17:54:20Z,https://twitter.com/PhotoshopLook/status/1375506418623647746/photo/1,http://pbs.twimg.com/media/ExbHTDxXIAATGn4.jpg,NA,http://bit.do/aadnaan,NA,"100daysofCode, javascript, nodejs, TidyTuesday, WomenInTech, WomenWhoCode, WomenInSTEM, Serverless, Computing, NodeJs, deno, the404code, DataScience, technology, machinelearning, AI, awslambda, Python, Coding, usa",13,2021,1375506418623647746,Links included,Image
"My first #TidyTuesday I looked at UN votes between 1946 and 2019 for 200 countries on Issues such as  Colonialism, Arms control and disarmament, Economic development, Human rights, Palestinian conflict Nuclear weapons, and nuclear material.

code: https://t.co/DUc05gwazK

#rstats https://t.co/PAqFurFJWI",FGazzelloni,2021-03-26T19:53:39Z,https://twitter.com/FGazzelloni/status/1375536446547824642/photo/1,http://pbs.twimg.com/media/Exbi2NzWEAA4lIq.jpg,NA,https://github.com/Fgazzelloni/TidyTuesday,NA,"TidyTuesday, rstats",13,2021,1375536446547824642,Links included,
"my #TidyTuesday post about UN voting data is up! this week, i used the #rockthemes package by @_johnmackintosh for my color palette (linked below).
#rstats #dataviz 
you can check out the rest of my visualizations and my code here: https://t.co/Z1S2EoVxCG https://t.co/Q0lLcfrZqL",ingrid_zoll,2021-03-26T20:36:03Z,https://twitter.com/ingrid_zoll/status/1375547117532372992/photo/1,http://pbs.twimg.com/media/Exbr6U0VEAASb7C.jpg,"rockthemes: https://t.co/XZGztrYdac
i used the palette ""janelle"", inspired by Janelle Monáe's album ""Dirty Computer"" https://t.co/fRLkPMWDif","http://itlzoll.rbind.io/post/tidy-tuesday-march-23/, https://github.com/johnmackintosh/rockthemes",_johnmackintosh,"TidyTuesday, rockthemes, rstats, dataviz",13,2021,1375547117532372992,Links included,Image
"After exploring correlations of NATO member voting patterns, I decided to focus on the United States UN votes for #TidyTuesday.

They vote no a lot.

Code @ https://t.co/1BhlhPnYyC #rstats #r4ds #dataviz https://t.co/2erxpFSt5E",jakekaupp,2021-03-26T20:38:51Z,https://twitter.com/jakekaupp/status/1375547821017985035/photo/1,http://pbs.twimg.com/media/ExbtYpVXMA0xmzU.jpg,NA,http://bit.ly/2TMiRyW,NA,"TidyTuesday, rstats, r4ds, dataviz",13,2021,1375547821017985035,Links included,"Show are two charts in a single graphic illustrating United States voting patterns on UN resolutions from 1946 to 2019. The top chart represents each vote as a vertical stripes with red for yes votes, blue for no vote and grey for abstentions. The  the bottom chart depicts the percentages between three ballot choices with the same colour categories as the first graphic, showing the United states voting no 54.7% of the time; voting yes 26.2% of the time and abstaining 19.2% of the time.""
"
"#TidyTuesday 2021 Week 13: United Nations Data
#rstats #dataviz #gganimate #UnitedNations 

https://t.co/9ykfU0OcrU
https://t.co/grkpJf071r https://t.co/0Gn67anpIF",SeanPJackson,2021-03-27T00:34:50Z,https://twitter.com/SeanPJackson/status/1375607208914743296/photo/1,http://pbs.twimg.com/tweet_video_thumb/ExcjcgQVEAIShz6.jpg,NA,"https://rpubs.com/spjca/TidyTuesday2021Week13, https://github.com/spjca/Tidy_Tuesday/tree/main/2021-03-23",NA,"TidyTuesday, rstats, dataviz, gganimate, UnitedNations",13,2021,1375607208914743296,Links included,
